"Date","Price","Open","High","Low","Vol.","Change %"
"06/20/2022","6.6900","6.7092","6.7109","6.6715","","-0.39%"
"06/17/2022","6.7160","6.6979","6.7193","6.6915","","0.19%"
"06/16/2022","6.7030","6.6939","6.7190","6.6916","","-0.15%"
"06/15/2022","6.7128","6.7277","6.7283","6.7030","","-0.40%"
"06/14/2022","6.7395","6.7606","6.7617","6.7133","","-0.20%"
"06/13/2022","6.7530","6.7393","6.7593","6.7264","","0.67%"
"06/10/2022","6.7081","6.6909","6.7185","6.6789","","0.25%"
"06/09/2022","6.6915","6.6944","6.7013","6.6635","","0.13%"
"06/08/2022","6.6825","6.6675","6.6974","6.6625","","0.22%"
"06/07/2022","6.6675","6.6673","6.6790","6.6610","","0.21%"
"06/06/2022","6.6534","6.6418","6.6586","6.6376","","-0.10%"
"06/03/2022","6.6603","6.6603","6.6603","6.6603","","0.01%"
"06/02/2022","6.6596","6.6930","6.7064","6.6595","","-0.39%"
"06/01/2022","6.6858","6.6676","6.7009","6.6641","","0.21%"
"05/31/2022","6.6715","6.6708","6.6754","6.6508","","0.18%"
"05/30/2022","6.6597","6.7024","6.7026","6.6443","","-0.57%"
"05/27/2022","6.6980","6.7520","6.7521","6.6918","","-0.59%"
"05/26/2022","6.7380","6.6916","6.7509","6.6916","","0.69%"
"05/25/2022","6.6916","6.6610","6.6994","6.6564","","0.58%"
"05/24/2022","6.6530","6.6613","6.6806","6.6493","","0.06%"
"05/23/2022","6.6490","6.6768","6.6925","6.6448","","-0.64%"
"05/20/2022","6.6921","6.7222","6.7320","6.6673","","-0.24%"
"05/19/2022","6.7085","6.7621","6.7705","6.7111","","-0.67%"
"05/18/2022","6.7540","6.7415","6.7580","6.7377","","0.30%"
"05/17/2022","6.7337","6.7783","6.7832","6.7224","","-0.72%"
"05/16/2022","6.7822","6.7780","6.8038","6.7724","","-0.09%"
"05/13/2022","6.7880","6.7916","6.8127","6.7757","","0.03%"
"05/12/2022","6.7860","6.7325","6.7976","6.7280","","1.00%"
"05/11/2022","6.7186","6.7337","6.7386","6.7105","","-0.23%"
"05/10/2022","6.7343","6.7315","6.7408","6.6898","","0.07%"
"05/09/2022","6.7295","6.7042","6.7323","6.6916","","0.97%"
"05/06/2022","6.6651","6.6602","6.6956","6.6592","","0.17%"
"05/05/2022","6.6535","6.5908","6.6557","6.5908","","0.68%"
"05/04/2022","6.6085","6.6085","6.6085","6.6085","","0.00%"
"05/03/2022","6.6085","6.6085","6.6085","6.6085","","0.00%"
"05/02/2022","6.6085","6.6085","6.6085","6.6085","","0.01%"
"04/29/2022","6.6080","6.6150","6.6515","6.5841","","-0.25%"
"04/28/2022","6.6243","6.5607","6.6309","6.5588","","0.99%"
"04/27/2022","6.5595","6.5613","6.5655","6.5469","","0.07%"
"04/26/2022","6.5552","6.5608","6.5637","6.5266","","-0.05%"
"04/25/2022","6.5585","6.5148","6.5792","6.5131","","0.88%"
"04/22/2022","6.5010","6.4516","6.5067","6.4491","","0.79%"
"04/21/2022","6.4500","6.4155","6.4540","6.4083","","0.49%"
"04/20/2022","6.4188","6.4095","6.4211","6.3946","","0.40%"
"04/19/2022","6.3930","6.3691","6.3984","6.3685","","0.47%"
"04/18/2022","6.3630","6.3763","6.3768","6.3641","","-0.12%"
"04/15/2022","6.3705","6.3777","6.3780","6.3673","","-0.11%"
"04/14/2022","6.3775","6.3664","6.3820","6.3621","","0.15%"
"04/13/2022","6.3678","6.3685","6.3717","6.3628","","0.04%"
"04/12/2022","6.3651","6.3730","6.3750","6.3637","","-0.01%"
"04/11/2022","6.3660","6.3655","6.3754","6.3649","","0.08%"
"04/08/2022","6.3610","6.3626","6.3688","6.3556","","0.07%"
"04/07/2022","6.3564","6.3619","6.3662","6.3563","","-0.04%"
"04/06/2022","6.3590","6.3723","6.3765","6.3562","","-0.06%"
"04/05/2022","6.3631","6.3631","6.3631","6.3631","","0.00%"
"04/04/2022","6.3631","6.3631","6.3631","6.3631","","0.01%"
"04/01/2022","6.3625","6.3430","6.3665","6.3422","","0.37%"
"03/31/2022","6.3393","6.3485","6.3556","6.3371","","-0.12%"
"03/30/2022","6.3470","6.3633","6.3637","6.3457","","-0.21%"
"03/29/2022","6.3602","6.3693","6.3753","6.3608","","-0.18%"
"03/28/2022","6.3714","6.3795","6.3819","6.3664","","0.09%"
"03/25/2022","6.3658","6.3654","6.3684","6.3581","","-0.02%"
"03/24/2022","6.3670","6.3755","6.3783","6.3658","","-0.08%"
"03/23/2022","6.3720","6.3650","6.3773","6.3636","","0.09%"
"03/22/2022","6.3660","6.3625","6.3678","6.3574","","0.17%"
"03/21/2022","6.3552","6.3575","6.3682","6.3511","","-0.09%"
"03/18/2022","6.3609","6.3498","6.3692","6.3470","","0.24%"
"03/17/2022","6.3459","6.3450","6.3548","6.3408","","-0.08%"
"03/16/2022","6.3510","6.3705","6.3707","6.3418","","-0.29%"
"03/15/2022","6.3696","6.3657","6.3868","6.3657","","0.14%"
"03/14/2022","6.3607","6.3477","6.3681","6.3447","","0.34%"
"03/11/2022","6.3389","6.3245","6.3403","6.3180","","0.28%"
"03/10/2022","6.3212","6.3169","6.3264","6.3151","","0.06%"
"03/09/2022","6.3174","6.3174","6.3286","6.3123","","-0.01%"
"03/08/2022","6.3178","6.3162","6.3214","6.3095","","-0.03%"
"03/07/2022","6.3194","6.3258","6.3263","6.3158","","0.01%"
"03/04/2022","6.3188","6.3201","6.3235","6.3139","","-0.01%"
"03/03/2022","6.3195","6.3191","6.3225","6.3143","","-0.02%"
"03/02/2022","6.3210","6.3135","6.3225","6.3089","","0.15%"
"03/01/2022","6.3116","6.3071","6.3161","6.3068","","0.05%"
"02/28/2022","6.3084","6.3194","6.3200","6.3046","","-0.13%"
"02/25/2022","6.3169","6.3231","6.3248","6.3116","","-0.18%"
"02/24/2022","6.3283","6.3216","6.3322","6.3105","","0.24%"
"02/23/2022","6.3134","6.3266","6.3316","6.3119","","-0.20%"
"02/22/2022","6.3260","6.3379","6.3465","6.3222","","-0.13%"
"02/21/2022","6.3345","6.3275","6.3383","6.3219","","0.15%"
"02/18/2022","6.3251","6.3361","6.3376","6.3240","","-0.21%"
"02/17/2022","6.3381","6.3323","6.3411","6.3292","","0.08%"
"02/16/2022","6.3332","6.3386","6.3434","6.3324","","-0.08%"
"02/15/2022","6.3385","6.3542","6.3569","6.3378","","-0.29%"
"02/14/2022","6.3567","6.3545","6.3636","6.3541","","0.04%"
"02/11/2022","6.3540","6.3576","6.3679","6.3538","","0.02%"
"02/10/2022","6.3526","6.3615","6.3637","6.3520","","-0.15%"
"02/09/2022","6.3619","6.3646","6.3657","6.3597","","-0.06%"
"02/08/2022","6.3660","6.3565","6.3720","6.3559","","0.12%"
"02/07/2022","6.3583","6.3569","6.3639","6.3544","","-0.04%"
"02/04/2022","6.3610","6.3610","6.3610","6.3610","","0.00%"
"02/03/2022","6.3610","6.3610","6.3610","6.3610","","0.00%"
"02/02/2022","6.3610","6.3610","6.3610","6.3610","","0.00%"
"02/01/2022","6.3610","6.3610","6.3610","6.3610","","0.00%"
"01/31/2022","6.3610","6.3610","6.3610","6.3610","","0.01%"
"01/28/2022","6.3605","6.3654","6.3672","6.3528","","-0.06%"
"01/27/2022","6.3643","6.3363","6.3706","6.3356","","0.69%"
"01/26/2022","6.3206","6.3225","6.3254","6.3186","","-0.08%"
"01/25/2022","6.3257","6.3285","6.3326","6.3223","","-0.07%"
"01/24/2022","6.3304","6.3349","6.3354","6.3243","","-0.13%"
"01/21/2022","6.3385","6.3450","6.3460","6.3358","","-0.03%"
"01/20/2022","6.3406","6.3439","6.3478","6.3395","","-0.06%"
"01/19/2022","6.3447","6.3534","6.3561","6.3435","","-0.12%"
"01/18/2022","6.3525","6.3470","6.3560","6.3376","","0.07%"
"01/17/2022","6.3482","6.3586","6.3590","6.3417","","-0.07%"
"01/14/2022","6.3524","6.3606","6.3618","6.3386","","-0.11%"
"01/13/2022","6.3595","6.3582","6.3651","6.3549","","0.02%"
"01/12/2022","6.3580","6.3688","6.3694","6.3566","","-0.24%"
"01/11/2022","6.3735","6.3722","6.3771","6.3685","","-0.03%"
"01/10/2022","6.3756","6.3744","6.3779","6.3698","","-0.02%"
"01/07/2022","6.3769","6.3787","6.3832","6.3710","","-0.08%"
"01/06/2022","6.3822","6.3707","6.3859","6.3667","","0.29%"
"01/05/2022","6.3640","6.3724","6.3745","6.3623","4.51K","-0.13%"
"01/04/2022","6.3721","6.3719","6.3794","6.3691","4.65K","0.25%"
"01/03/2022","6.3561","6.3561","6.3561","6.3561","","0.06%"
"12/31/2021","6.3521","6.3762","6.3790","6.3384","5.15K","-0.27%"
"12/30/2021","6.3691","6.3703","6.3797","6.3667","4.91K","0.02%"
"12/29/2021","6.3680","6.3687","6.3738","6.3659","5.28K","-0.01%"
"12/28/2021","6.3684","6.3714","6.3743","6.3657","4.57K","-0.03%"
"12/27/2021","6.3705","6.3706","6.3749","6.3675","4.54K","0.05%"
"12/24/2021","6.3672","6.3720","6.3726","6.3658","4.62K","-0.04%"
"12/23/2021","6.3696","6.3685","6.3735","6.3671","5.95K","0.00%"
"12/22/2021","6.3695","6.3682","6.3752","6.3675","6.55K","-0.03%"
"12/21/2021","6.3716","6.3745","6.3769","6.3670","6.26K","-0.06%"
"12/20/2021","6.3756","6.3828","6.3847","6.3732","6.39K","0.01%"
"12/17/2021","6.3748","6.3691","6.3845","6.3675","6.47K","0.12%"
"12/16/2021","6.3674","6.3664","6.3710","6.3637","6.22K","0.00%"
"12/15/2021","6.3673","6.3647","6.3696","6.3618","5.24K","0.00%"
"12/14/2021","6.3671","6.3715","6.3726","6.3597","5.74K","0.06%"
"12/13/2021","6.3630","6.3664","6.3685","6.3584","4.92K","-0.09%"
"12/10/2021","6.3685","6.3830","6.3840","6.3609","16.62K","-0.14%"
"12/09/2021","6.3772","6.3470","6.3786","6.3411","15.42K","0.53%"
"12/08/2021","6.3435","6.3668","6.3675","6.3428","16.46K","-0.35%"
"12/07/2021","6.3657","6.3732","6.3746","6.3636","5.65K","-0.16%"
"12/06/2021","6.3756","6.3713","6.3808","6.3660","5.12K","0.00%"
"12/03/2021","6.3758","6.3771","6.3773","6.3666","6.24K","-0.01%"
"12/02/2021","6.3763","6.3710","6.3808","6.3663","14.80K","0.14%"
"12/01/2021","6.3673","6.3681","6.3738","6.3596","13.80K","0.05%"
"11/30/2021","6.3640","6.3790","6.3795","6.3625","17.53K","-0.37%"
"11/29/2021","6.3875","6.3885","6.3903","6.3779","17.71K","-0.08%"
"11/26/2021","6.3924","6.3861","6.3950","6.3854","11.02K","0.10%"
"11/25/2021","6.3860","6.3914","6.3920","6.3838","9.82K","-0.09%"
"11/24/2021","6.3917","6.3896","6.3945","6.3838","12.78K","0.01%"
"11/23/2021","6.3910","6.3854","6.3948","6.3812","12.66K","0.11%"
"11/22/2021","6.3842","6.3907","6.3910","6.3746","10.18K","-0.03%"
"11/19/2021","6.3863","6.3837","6.3925","6.3791","5.67K","0.02%"
"11/18/2021","6.3851","6.3780","6.3896","6.3733","5.77K","0.12%"
"11/17/2021","6.3775","6.3888","6.3945","6.3741","5.81K","-0.23%"
"11/16/2021","6.3919","6.3819","6.3980","6.3664","17.39K","0.15%"
"11/15/2021","6.3824","6.3808","6.3868","6.3768","11.82K","0.06%"
"11/12/2021","6.3787","6.3962","6.3989","6.3781","14.75K","-0.17%"
"11/11/2021","6.3898","6.3889","6.4098","6.3882","15.08K","0.03%"
"11/10/2021","6.3882","6.3928","6.3965","6.3823","14.50K","-0.05%"
"11/09/2021","6.3916","6.3924","6.3986","6.3873","5.57K","0.02%"
"11/08/2021","6.3902","6.3967","6.4008","6.3914","5.64K","-0.12%"
"11/05/2021","6.3980","6.3966","6.4061","6.3966","5.83K","0.02%"
"11/04/2021","6.3970","6.3960","6.4013","6.3899","6.53K","-0.14%"
"11/03/2021","6.4061","6.4009","6.4085","6.3924","6.36K","0.10%"
"11/02/2021","6.3995","6.3966","6.4030","6.3941","5.92K","0.04%"
"11/01/2021","6.3972","6.4060","6.4079","6.3941","5.45K","-0.12%"
"10/29/2021","6.4050","6.3931","6.4094","6.3876","6.22K","0.21%"
"10/28/2021","6.3917","6.3976","6.4050","6.3914","5.94K","0.00%"
"10/27/2021","6.3915","6.3810","6.3986","6.3805","6.05K","0.15%"
"10/26/2021","6.3820","6.3825","6.3874","6.3777","5.73K","-0.06%"
"10/25/2021","6.3856","6.3875","6.3929","6.3787","5.89K","0.03%"
"10/22/2021","6.3839","6.3910","6.4019","6.3808","6.25K","-0.13%"
"10/21/2021","6.3925","6.3940","6.4031","6.3872","6.58K","-0.02%"
"10/20/2021","6.3936","6.3818","6.3979","6.3818","4.93K","0.18%"
"10/19/2021","6.3822","6.4299","6.4299","6.3797","39.41K","-0.73%"
"10/18/2021","6.4290","6.4335","6.4405","6.4276","4.97K","-0.08%"
"10/15/2021","6.4340","6.4358","6.4415","6.4255","6.24K","-0.06%"
"10/14/2021","6.4380","6.4337","6.4417","6.4311","5.93K","0.18%"
"10/13/2021","6.4262","6.4506","6.4520","6.4253","5.80K","-0.35%"
"10/12/2021","6.4485","6.4590","6.4594","6.4460","5.07K","-0.02%"
"10/11/2021","6.4501","6.4425","6.4507","6.4341","4.72K","0.10%"
"10/08/2021","6.4435","6.4493","6.4529","6.4392","4.91K","-0.05%"
"10/07/2021","6.4466","6.4466","6.4466","6.4466","","0.00%"
"10/06/2021","6.4466","6.4466","6.4466","6.4466","","0.00%"
"10/05/2021","6.4466","6.4466","6.4466","6.4466","","0.00%"
"10/04/2021","6.4466","6.4466","6.4466","6.4466","","0.00%"
"10/01/2021","6.4466","6.4466","6.4466","6.4466","","0.02%"
"09/30/2021","6.4452","6.4711","6.4752","6.4431","9.17K","-0.39%"
"09/29/2021","6.4702","6.4610","6.4760","6.4604","10.97K","0.17%"
"09/28/2021","6.4595","6.4597","6.4639","6.4510","11.48K","0.05%"
"09/27/2021","6.4560","6.4559","6.4653","6.4536","5.41K","-0.15%"
"09/24/2021","6.4660","6.4602","6.4714","6.4563","5.89K","0.11%"
"09/23/2021","6.4590","6.4703","6.4711","6.4513","18.84K","0.01%"
"09/22/2021","6.4583","6.4662","6.4745","6.4596","13.28K","-0.12%"
"09/21/2021","6.4662","6.4662","6.4662","6.4662","","0.00%"
"09/20/2021","6.4662","6.4662","6.4662","6.4662","","0.01%"
"09/17/2021","6.4655","6.4547","6.4707","6.4464","14.70K","0.14%"
"09/16/2021","6.4566","6.4336","6.4602","6.4299","13.06K","0.38%"
"09/15/2021","6.4320","6.4434","6.4462","6.4296","14.47K","-0.10%"
"09/14/2021","6.4382","6.4482","6.4529","6.4367","16.92K","-0.20%"
"09/13/2021","6.4511","6.4443","6.4592","6.4443","9.58K","0.11%"
"09/10/2021","6.4440","6.4570","6.4577","6.4348","12.58K","-0.11%"
"09/09/2021","6.4514","6.4620","6.4653","6.4513","5.17K","-0.15%"
"09/08/2021","6.4612","6.4644","6.4669","6.4559","7.26K","-0.08%"
"09/07/2021","6.4662","6.4550","6.4689","6.4525","5.84K","0.19%"
"09/06/2021","6.4542","6.4540","6.4615","6.4506","5.92K","0.02%"
"09/03/2021","6.4528","6.4553","6.4613","6.4333","5.49K","-0.05%"
"09/02/2021","6.4558","6.4600","6.4649","6.4536","6.82K","-0.04%"
"09/01/2021","6.4586","6.4618","6.4711","6.4584","5.44K","-0.03%"
"08/31/2021","6.4604","6.4680","6.4728","6.4550","5.58K","-0.08%"
"08/30/2021","6.4658","6.4660","6.4727","6.4640","6.20K","-0.08%"
"08/27/2021","6.4711","6.4815","6.4884","6.4717","11.79K","-0.15%"
"08/26/2021","6.4809","6.4725","6.4878","6.4725","12.45K","0.08%"
"08/25/2021","6.4756","6.4714","6.4811","6.4707","13.65K","0.07%"
"08/24/2021","6.4710","6.4790","6.4851","6.4676","12.46K","-0.15%"
"08/23/2021","6.4805","6.4915","6.4973","6.4788","14.92K","-0.32%"
"08/20/2021","6.5012","6.4960","6.5057","6.4935","12.60K","0.11%"
"08/19/2021","6.4942","6.4847","6.4997","6.4840","14.50K","0.16%"
"08/18/2021","6.4841","6.4861","6.4872","6.4776","12.60K","-0.02%"
"08/17/2021","6.4854","6.4787","6.4889","6.4759","12.69K","0.17%"
"08/16/2021","6.4742","6.4774","6.4810","6.4719","12.15K","-0.04%"
"08/13/2021","6.4768","6.4778","6.4854","6.4749","4.89K","-0.02%"
"08/12/2021","6.4782","6.4767","6.4811","6.4719","5.28K","0.00%"
"08/11/2021","6.4783","6.4846","6.4894","6.4752","4.84K","-0.11%"
"08/10/2021","6.4852","6.4826","6.4875","6.4774","5.92K","-0.01%"
"08/09/2021","6.4857","6.4835","6.4895","6.4731","5.86K","0.05%"
"08/06/2021","6.4825","6.4660","6.4848","6.4622","5.24K","0.34%"
"08/05/2021","6.4608","6.4671","6.4677","6.4595","5.79K","-0.07%"
"08/04/2021","6.4655","6.4662","6.4673","6.4555","14.11K","-0.07%"
"08/03/2021","6.4700","6.4656","6.4710","6.4604","7.06K","0.12%"
"08/02/2021","6.4620","6.4615","6.4693","6.4580","5.40K","0.02%"
"07/30/2021","6.4609","6.4645","6.4693","6.4506","5.76K","0.07%"
"07/29/2021","6.4562","6.4908","6.4908","6.4544","6.16K","-0.53%"
"07/28/2021","6.4905","6.5095","6.5101","6.4891","6.46K","-0.31%"
"07/27/2021","6.5104","6.4760","6.5132","6.4735","5.74K","0.43%"
"07/26/2021","6.4825","6.4790","6.4875","6.4785","5.51K","0.03%"
"07/23/2021","6.4808","6.4683","6.4829","6.4670","6.58K","0.17%"
"07/22/2021","6.4699","6.4675","6.4717","6.4616","7.00K","0.05%"
"07/21/2021","6.4664","6.4787","6.4818","6.4653","6.90K","-0.28%"
"07/20/2021","6.4845","6.4869","6.4910","6.4766","6.88K","-0.07%"
"07/19/2021","6.4893","6.4784","6.4924","6.4763","6.46K","0.17%"
"07/16/2021","6.4785","6.4648","6.4798","6.4619","6.25K","0.33%"
"07/15/2021","6.4569","6.4609","6.4708","6.4555","5.79K","-0.18%"
"07/14/2021","6.4688","6.4741","6.4783","6.4498","7.00K","0.00%"
"07/13/2021","6.4685","6.4699","6.4756","6.4619","6.69K","-0.10%"
"07/12/2021","6.4751","6.4763","6.4798","6.4697","6.08K","-0.06%"
"07/09/2021","6.4788","6.4851","6.4922","6.4770","5.69K","-0.17%"
"07/08/2021","6.4898","6.4771","6.4928","6.4721","5.51K","0.28%"
"07/07/2021","6.4718","6.4766","6.4774","6.4608","5.11K","-0.05%"
"07/06/2021","6.4752","6.4610","6.4811","6.4580","5.33K","0.19%"
"07/05/2021","6.4630","6.4696","6.4705","6.4572","5.33K","-0.14%"
"07/02/2021","6.4721","6.4693","6.4855","6.4688","19.44K","0.06%"
"07/01/2021","6.4679","6.4622","6.4708","6.4581","17.52K","0.18%"
"06/30/2021","6.4566","6.4634","6.4646","6.4525","17.01K","-0.11%"
"06/29/2021","6.4635","6.4590","6.4687","6.4538","13.74K","0.12%"
"06/28/2021","6.4555","6.4603","6.4659","6.4528","11.59K","0.02%"
"06/25/2021","6.4545","6.4653","6.4681","6.4496","5.44K","-0.24%"
"06/24/2021","6.4701","6.4780","6.4837","6.4645","5.91K","-0.04%"
"06/23/2021","6.4727","6.4740","6.4903","6.4712","5.42K","-0.13%"
"06/22/2021","6.4811","6.4647","6.4831","6.4580","19.55K","0.24%"
"06/21/2021","6.4659","6.4507","6.4732","6.4474","20.97K","0.21%"
"06/18/2021","6.4525","6.4476","6.4549","6.4340","18.56K","0.07%"
"06/17/2021","6.4477","6.3972","6.4512","6.3972","19.41K","0.79%"
"06/16/2021","6.3969","6.4026","6.4068","6.3945","11.48K","-0.13%"
"06/15/2021","6.4052","6.4056","6.4089","6.3979","12.08K","0.10%"
"06/14/2021","6.3987","6.3987","6.3987","6.3987","","0.03%"
"06/11/2021","6.3967","6.3869","6.4005","6.3839","15.10K","0.06%"
"06/10/2021","6.3929","6.3875","6.3970","6.3810","18.14K","0.10%"
"06/09/2021","6.3865","6.3986","6.3994","6.3818","18.17K","-0.21%"
"06/08/2021","6.4000","6.3915","6.4025","6.3885","16.66K","0.06%"
"06/07/2021","6.3963","6.3960","6.4038","6.3925","12.81K","0.03%"
"06/04/2021","6.3945","6.4047","6.4135","6.3932","5.44K","-0.14%"
"06/03/2021","6.4036","6.3811","6.4056","6.3797","5.72K","0.36%"
"06/02/2021","6.3805","6.3780","6.3920","6.3760","6.66K","0.01%"
"06/01/2021","6.3796","6.3676","6.3858","6.3611","6.82K","0.17%"
"05/31/2021","6.3688","6.3690","6.3757","6.3568","6.73K","0.02%"
"05/28/2021","6.3674","6.3830","6.3854","6.3612","6.36K","-0.24%"
"05/27/2021","6.3824","6.3946","6.3979","6.3731","6.22K","-0.13%"
"05/26/2021","6.3905","6.4110","6.4111","6.3863","6.42K","-0.30%"
"05/25/2021","6.4100","6.4111","6.4159","6.4011","6.42K","-0.12%"
"05/24/2021","6.4177","6.4387","6.4405","6.4163","6.59K","-0.25%"
"05/21/2021","6.4339","6.4335","6.4381","6.4272","5.95K","0.00%"
"05/20/2021","6.4339","6.4350","6.4442","6.4308","6.47K","0.00%"
"05/19/2021","6.4342","6.4246","6.4412","6.4222","5.94K","0.14%"
"05/18/2021","6.4250","6.4338","6.4356","6.4177","6.04K","-0.21%"
"05/17/2021","6.4388","6.4419","6.4457","6.4344","5.98K","0.03%"
"05/14/2021","6.4367","6.4476","6.4508","6.4292","6.56K","-0.22%"
"05/13/2021","6.4506","6.4545","6.4594","6.4472","6.31K","-0.09%"
"05/12/2021","6.4566","6.4296","6.4585","6.4276","6.33K","0.44%"
"05/11/2021","6.4285","6.4274","6.4345","6.4193","6.65K","0.20%"
"05/10/2021","6.4156","6.4337","6.4352","6.4085","6.07K","-0.24%"
"05/07/2021","6.4310","6.4662","6.4668","6.4315","5.40K","-0.45%"
"05/06/2021","6.4598","6.4808","6.4840","6.4623","5.11K","-0.21%"
"05/05/2021","6.4735","6.4735","6.4735","6.4735","","0.00%"
"05/04/2021","6.4735","6.4735","6.4735","6.4735","","0.00%"
"05/03/2021","6.4735","6.4735","6.4735","6.4735","","0.01%"
"04/30/2021","6.4730","6.4713","6.4780","6.4633","5.67K","0.03%"
"04/29/2021","6.4710","6.4745","6.4800","6.4640","6.10K","-0.09%"
"04/28/2021","6.4771","6.4865","6.4911","6.4784","6.27K","-0.09%"
"04/27/2021","6.4830","6.4865","6.4914","6.4792","6.62K","-0.02%"
"04/26/2021","6.4844","6.4857","6.4934","6.4827","6.12K","-0.17%"
"04/25/2021","6.4954","6.4954","6.4954","6.4954","","0.01%"
"04/23/2021","6.4945","6.4926","6.5004","6.4893","6.42K","0.05%"
"04/22/2021","6.4910","6.4892","6.4958","6.4812","5.78K","0.01%"
"04/21/2021","6.4903","6.5015","6.5029","6.4883","5.69K","-0.12%"
"04/20/2021","6.4981","6.5071","6.5097","6.4911","5.73K","-0.16%"
"04/19/2021","6.5085","6.5293","6.5317","6.5047","5.48K","-0.18%"
"04/16/2021","6.5203","6.5304","6.5348","6.5169","5.57K","-0.03%"
"04/15/2021","6.5220","6.5307","6.5428","6.5202","5.80K","-0.11%"
"04/14/2021","6.5292","6.5402","6.5438","6.5274","5.20K","-0.21%"
"04/13/2021","6.5431","6.5462","6.5548","6.5415","5.25K","-0.02%"
"04/12/2021","6.5443","6.5584","6.5609","6.5427","5.37K","-0.12%"
"04/09/2021","6.5522","6.5476","6.5627","6.5452","6.14K","0.03%"
"04/08/2021","6.5505","6.5493","6.5531","6.5453","5.31K","0.14%"
"04/07/2021","6.5415","6.5398","6.5475","6.5358","5.44K","0.07%"
"04/06/2021","6.5370","6.5546","6.5602","6.5388","5.24K","-0.46%"
"04/05/2021","6.5671","6.5671","6.5671","6.5671","","0.04%"
"04/02/2021","6.5646","6.5637","6.5694","6.5578","5.83K","0.00%"
"04/01/2021","6.5645","6.5556","6.5792","6.5543","5.79K","0.19%"
"03/31/2021","6.5518","6.5687","6.5719","6.5445","5.67K","-0.30%"
"03/30/2021","6.5716","6.5792","6.5802","6.5622","6.12K","0.06%"
"03/29/2021","6.5678","6.5416","6.5746","6.5406","6.04K","0.41%"
"03/26/2021","6.5412","6.5391","6.5471","6.5369","6.15K","-0.06%"
"03/25/2021","6.5452","6.5283","6.5483","6.5283","6.11K","0.34%"
"03/24/2021","6.5230","6.5191","6.5286","6.5157","6.95K","0.11%"
"03/23/2021","6.5160","6.5063","6.5180","6.5062","5.45K","0.14%"
"03/22/2021","6.5070","6.5100","6.5134","6.5047","7.82K","0.00%"
"03/19/2021","6.5070","6.5117","6.5184","6.5005","7.08K","0.02%"
"03/18/2021","6.5054","6.4932","6.5125","6.4894","6.88K","0.04%"
"03/17/2021","6.5030","6.5056","6.5080","6.4981","6.19K","-0.03%"
"03/16/2021","6.5052","6.4968","6.5078","6.4937","5.75K","0.09%"
"03/15/2021","6.4996","6.4946","6.5111","6.4946","5.80K","-0.13%"
"03/12/2021","6.5081","6.4809","6.5100","6.4769","6.18K","0.23%"
"03/11/2021","6.4932","6.4965","6.5026","6.4822","6.10K","-0.18%"
"03/10/2021","6.5050","6.5089","6.5179","6.5006","5.91K","0.00%"
"03/09/2021","6.5050","6.5261","6.5446","6.5030","19.22K","-0.31%"
"03/08/2021","6.5250","6.4967","6.5330","6.4915","45.06K","0.45%"
"03/05/2021","6.4960","6.4700","6.4992","6.4691","16.08K","0.41%"
"03/04/2021","6.4694","6.4717","6.4731","6.4650","16.33K","0.03%"
"03/03/2021","6.4675","6.4675","6.4741","6.4556","15.56K","-0.04%"
"03/02/2021","6.4702","6.4660","6.4768","6.4654","18.69K","0.08%"
"03/01/2021","6.4648","6.4676","6.4713","6.4580","21.22K","-0.13%"
"02/26/2021","6.4730","6.4825","6.4830","6.4564","5.98K","0.29%"
"02/25/2021","6.4541","6.4566","6.4580","6.4454","15.81K","-0.02%"
"02/24/2021","6.4556","6.4555","6.4630","6.4451","6.76K","-0.13%"
"02/23/2021","6.4640","6.4566","6.4707","6.4534","11.96K","0.02%"
"02/22/2021","6.4625","6.4585","6.4703","6.4564","21.05K","0.11%"
"02/19/2021","6.4555","6.4710","6.4755","6.4507","16.47K","-0.48%"
"02/18/2021","6.4869","6.4471","6.4902","6.4453","20.16K","0.44%"
"02/17/2021","6.4582","6.4582","6.4582","6.4582","","0.00%"
"02/16/2021","6.4582","6.4582","6.4582","6.4582","","0.00%"
"02/15/2021","6.4582","6.4582","6.4582","6.4582","","0.00%"
"02/12/2021","6.4582","6.4582","6.4582","6.4582","","0.06%"
"02/11/2021","6.4542","6.4582","6.4590","6.4574","","-0.05%"
"02/10/2021","6.4576","6.4364","6.4601","6.4292","4.70K","0.36%"
"02/09/2021","6.4344","6.4478","6.4545","6.4310","4.60K","-0.16%"
"02/08/2021","6.4444","6.4620","6.4629","6.4468","7.86K","-0.34%"
"02/05/2021","6.4664","6.4700","6.4829","6.4599","8.93K","-0.08%"
"02/04/2021","6.4715","6.4604","6.4737","6.4560","9.41K","0.21%"
"02/03/2021","6.4579","6.4560","6.4647","6.4549","14.41K","0.04%"
"02/02/2021","6.4551","6.4653","6.4672","6.4475","17.58K","-0.18%"
"02/01/2021","6.4669","6.4309","6.4714","6.4307","17.22K","0.65%"
"01/29/2021","6.4250","6.4563","6.4679","6.4223","15.73K","-0.37%"
"01/28/2021","6.4491","6.4898","6.4948","6.4475","18.21K","-0.51%"
"01/27/2021","6.4822","6.4616","6.4881","6.4577","19.26K","0.29%"
"01/26/2021","6.4635","6.4770","6.4785","6.4623","18.58K","-0.23%"
"01/25/2021","6.4784","6.4850","6.4870","6.4721","19.14K","-0.04%"
"01/22/2021","6.4810","6.4620","6.4864","6.4620","14.71K","0.33%"
